ProvinceID,Province_Name,Year,DSL (Day),R35mm (Day),MONTH,MIN,MAX,MEAN
76,Phetchaburi,1980,10,4,4,0.0,241.1999969,59.05998928
76,Phetchaburi,1980,10,4,5,21.43000031,423.0100098,192.1231251
76,Phetchaburi,1980,10,4,6,52.22999954,1053.300049,255.7614587
76,Phetchaburi,1980,10,4,7,31.94000053,680.4500122,207.2690763
76,Phetchaburi,1980,10,4,8,40.95999908,1723.599976,217.6753044
76,Phetchaburi,1980,10,4,9,55.29999924,612.9699707,288.619411
76,Phetchaburi,1980,10,4,10,25.51000023,432.5599976,157.2965293
76,Phetchaburi,1980,10,4,11,0.0,942.1699829,71.93241048
76,Phetchaburi,1980,10,4,12,0.0,802.7700195,35.75579111
76,Phetchaburi,1981,10,7,1,0.0,77.18000031,2.489876191
76,Phetchaburi,1981,10,7,2,0.0,97.48999786,18.94725487
76,Phetchaburi,1981,10,7,3,0.0,100.9700012,24.0904258
76,Phetchaburi,1981,10,7,4,6.130000114,341.1300049,97.14282378
76,Phetchaburi,1981,10,7,5,64.01000214,467.4400024,208.4351609
76,Phetchaburi,1981,10,7,6,11.71000004,1111.099976,184.1271455
76,Phetchaburi,1981,10,7,7,23.29999924,1190.599976,239.8723853
