Province_Name,Year,DSL (Day),R35mm (Day),MIN,MAX,MEAN
Phra Nakhon Si Ayutthaya,1987,12.613852813852814,10.455988455988455,3.599999905,643.6400146,241.3800073
Phra Nakhon Si Ayutthaya,1988,12.613852813852814,10.455988455988455,46.90999985,647.3400269,180.1654983
Phra Nakhon Si Ayutthaya,1989,12.613852813852814,10.455988455988455,15.384320967453704,558.0800171,96.31246489
Phra Nakhon Si Ayutthaya,1990,12.613852813852814,10.455988455988455,15.384320967453704,559.5100098,30.54754926
Phra Nakhon Si Ayutthaya,1991,12.613852813852814,10.455988455988455,15.384320967453704,130.5,6.938380533
Phra Nakhon Si Ayutthaya,1992,12.613852813852814,10.455988455988455,15.384320967453704,54.93999863,3.108955917
Phra Nakhon Si Ayutthaya,1993,12.613852813852814,10.455988455988455,15.384320967453704,106.3099976,9.576923372
Phra Nakhon Si Ayutthaya,1994,12.613852813852814,10.455988455988455,3.200000048,397.6600037,100.6441848
Phra Nakhon Si Ayutthaya,1995,12.613852813852814,10.455988455988455,56.52999878,906.8900146,228.5800524
Phra Nakhon Si Ayutthaya,1996,12.613852813852814,10.455988455988455,14.19999981,998.5999756,157.8411391
Phra Nakhon Si Ayutthaya,1997,12.613852813852814,10.455988455988455,21.81999969,875.0800171,163.3015175
Phra Nakhon Si Ayutthaya,1998,12.613852813852814,10.455988455988455,16.29000092,1313.699951,233.382264
Phra Nakhon Si Ayutthaya,1999,12.613852813852814,10.455988455988455,54.20999908,1028.199951,213.134929
Phra Nakhon Si Ayutthaya,2000,12.613852813852814,10.455988455988455,15.384320967453704,724.9000244,174.1768952
Phra Nakhon Si Ayutthaya,2001,12.613852813852814,10.455988455988455,15.384320967453704,1098.930054,74.70831481
Phra Nakhon Si Ayutthaya,2002,12.613852813852814,10.455988455988455,15.384320967453704,294.0299988,28.53479983
Phra Nakhon Si Ayutthaya,2003,12.613852813852814,10.455988455988455,15.384320967453704,196.7799988,6.696549458
Phra Nakhon Si Ayutthaya,2004,12.613852813852814,10.455988455988455,15.384320967453704,86.08000183,10.27033394
Phra Nakhon Si Ayutthaya,2005,12.613852813852814,10.455988455988455,0.50999999,107.3899994,33.42401668
Phra Nakhon Si Ayutthaya,2006,12.613852813852814,10.455988455988455,0.600000024,220.1199951,65.86655953
Phra Nakhon Si Ayutthaya,2007,12.613852813852814,10.455988455988455,7.710000038,461.0499878,119.0320801
Phra Nakhon Si Ayutthaya,2008,12.613852813852814,10.455988455988455,18.40999985,1219.099976,186.4904403
Phra Nakhon Si Ayutthaya,2009,12.613852813852814,10.455988455988455,0.970000029,682.4000244,115.2897288
Phra Nakhon Si Ayutthaya,2010,12.613852813852814,10.455988455988455,19.20000076,618.7862809617129,263.1583341
Phra Nakhon Si Ayutthaya,2011,12.613852813852814,10.455988455988455,47.88000107,659.8599854,268.6769193
Phra Nakhon Si Ayutthaya,2012,12.613852813852814,10.455988455988455,2.5,511.1499939,131.7103444
Phra Nakhon Si Ayutthaya,2013,12.613852813852814,10.455988455988455,0.409999996,824.1599731,118.5910037
Phra Nakhon Si Ayutthaya,2014,12.613852813852814,10.455988455988455,15.384320967453704,889.9799805,48.90233335
Phra Nakhon Si Ayutthaya,2015,12.613852813852814,10.455988455988455,15.384320967453704,233.6900024,8.435651796
Phra Nakhon Si Ayutthaya,2016,12.613852813852814,10.455988455988455,4.039999962,76.43000031,17.85775882
Phra Nakhon Si Ayutthaya,2017,12.613852813852814,10.455988455988455,15.384320967453704,162.6999969,19.39838934
Phra Nakhon Si Ayutthaya,2018,12.613852813852814,10.455988455988455,25.60000038,273.9400024,112.5491451
Phra Nakhon Si Ayutthaya,2019,12.613852813852814,10.455988455988455,45.02000046,572.6900024,237.1740153
Phra Nakhon Si Ayutthaya,2020,12.613852813852814,10.455988455988455,27.72999954,1044.5,217.7211982
Phra Nakhon Si Ayutthaya,2021,12.613852813852814,10.455988455988455,28.34000015,1133.130005,196.6554603
Phra Nakhon Si Ayutthaya,2022,12.613852813852814,10.455988455988455,46.50999832,659.8900146,206.3056471
Phra Nakhon Si Ayutthaya,2023,12.613852813852814,10.455988455988455,32.16999817,1156.52002,215.1493953
Ang Thong,1979,12.613852813852814,10.455988455988455,56.40999985,911.5,211.2851748
Ang Thong,1980,12.613852813852814,10.455988455988455,15.384320967453704,1640.459961,110.957363
Ang Thong,1981,12.613852813852814,10.455988455988455,15.384320967453704,255.6900024,12.12780831
Ang Thong,1982,12.613852813852814,10.455988455988455,15.384320967453704,175.1000061,15.0975863
Ang Thong,1983,12.613852813852814,10.455988455988455,15.384320967453704,138.0200043,6.080421815
Ang Thong,1984,12.613852813852814,10.455988455988455,0.02,241.7100067,45.82948349
Ang Thong,1985,12.613852813852814,10.455988455988455,15.384320967453704,297.5599976,53.50627333
Ang Thong,1986,12.613852813852814,10.455988455988455,33.20000076,834.9000244,190.1462337
Ang Thong,1987,12.613852813852814,10.455988455988455,17.79000092,772.6900024,157.2552481
Ang Thong,1988,12.613852813852814,10.455988455988455,31.42000008,480.6600037,180.4730624
Ang Thong,1989,12.613852813852814,10.455988455988455,29.62000084,1109.900024,201.8819665
Ang Thong,1990,12.613852813852814,10.455988455988455,56.50999832,593.7000122,187.2003186
Ang Thong,1991,12.613852813852814,10.455988455988455,47.40999985,783.9000244,189.9372308
Ang Thong,1992,12.613852813852814,10.455988455988455,15.384320967453704,441.480011,46.24142439
Ang Thong,1993,12.613852813852814,10.455988455988455,15.384320967453704,154.0899963,5.105566829
Ang Thong,1994,12.613852813852814,10.455988455988455,15.384320967453704,103.5699997,8.798183447
Ang Thong,1995,12.613852813852814,10.455988455988455,15.384320967453704,117.25,19.29285008
Ang Thong,1996,12.613852813852814,10.455988455988455,15.384320967453704,183.2899933,58.2934025
Ang Thong,1997,12.613852813852814,10.455988455988455,2.5,249.4600067,54.66851785
Ang Thong,1998,12.613852813852814,10.455988455988455,24.28000069,831.1900024,229.1040279
Ang Thong,1999,12.613852813852814,10.455988455988455,8.529999733,886.7000122,163.397101
Ang Thong,2000,12.613852813852814,10.455988455988455,5.760000229,867.7999878,180.8650527
Ang Thong,2001,12.613852813852814,10.455988455988455,20.52000046,1480.800049,181.7679177
Ang Thong,2002,12.613852813852814,10.455988455988455,42.95000076,782.0999756,223.866754
Ang Thong,2003,12.613852813852814,10.455988455988455,47.00999832,732.25,215.3899628
Ang Thong,2004,12.613852813852814,10.455988455988455,0.01,659.2299805,73.92135348
Ang Thong,2005,12.613852813852814,10.455988455988455,15.384320967453704,318.3999939,17.62489837
Ang Thong,2006,12.613852813852814,10.455988455988455,15.384320967453704,140.0899963,7.639165246
Ang Thong,2007,12.613852813852814,10.455988455988455,15.384320967453704,151.8999939,6.054023181
Ang Thong,2008,12.613852813852814,10.455988455988455,15.384320967453704,177.8699951,30.73670261
Ang Thong,2009,12.613852813852814,10.455988455988455,8.199999809,324.7799988,59.63161183
Ang Thong,2010,12.613852813852814,10.455988455988455,36.50999832,458.8099976,166.0694293
Ang Thong,2011,12.613852813852814,10.455988455988455,10.92000008,873.9000244,147.9832219
Ang Thong,2012,12.613852813852814,10.455988455988455,16.84000015,1113.599976,162.1871945
Ang Thong,2013,12.613852813852814,10.455988455988455,40.75999832,1433.900024,287.2528977
Ang Thong,2014,12.613852813852814,10.455988455988455,65.81999969,962.6900024,221.1098035
Ang Thong,2015,12.613852813852814,10.455988455988455,10.71000004,539.0700073,139.4353947
Ang Thong,2016,12.613852813852814,10.455988455988455,15.384320967453704,400.1600037,38.03632992
Ang Thong,2017,12.613852813852814,10.455988455988455,15.384320967453704,600.1099854,44.32626999
Ang Thong,2018,12.613852813852814,10.455988455988455,15.384320967453704,244.75,20.30536732
Ang Thong,2019,12.613852813852814,10.455988455988455,15.384320967453704,125.1999969,24.34646011
Ang Thong,2020,12.613852813852814,10.455988455988455,15.384320967453704,63.66999817,3.900973684
Ang Thong,2021,12.613852813852814,10.455988455988455,15.384320967453704,151.6199951,28.54962902
Ang Thong,2022,12.613852813852814,10.455988455988455,6.619999886,276.8699951,98.37160216
Ang Thong,2023,12.613852813852814,10.455988455988455,24.80999947,797.5,159.2136677
Lopburi,1979,12.613852813852814,10.455988455988455,60.90999985,557.3499756,229.2848915
Lopburi,1980,12.613852813852814,10.455988455988455,55.61000061,1683.599976,228.6402158
Lopburi,1981,12.613852813852814,10.455988455988455,19.23999977,573.6400146,201.4152874
Lopburi,1982,12.613852813852814,10.455988455988455,23.10000038,879.4000244,177.8069552
Lopburi,1983,12.613852813852814,10.455988455988455,15.384320967453704,528.0800171,46.1874878
Lopburi,1984,12.613852813852814,10.455988455988455,15.384320967453704,442.4700012,53.75455407
Lopburi,1985,12.613852813852814,10.455988455988455,15.384320967453704,313.75,15.4894621
Lopburi,1986,12.613852813852814,10.455988455988455,15.384320967453704,47.59000015,3.545613256
Lopburi,1987,12.613852813852814,10.455988455988455,15.384320967453704,248.3200073,57.57176639
Lopburi,1988,12.613852813852814,10.455988455988455,4.900000095,258.2399902,74.13071431
Lopburi,1989,12.613852813852814,10.455988455988455,23.76000023,586.2399902,168.7709237
Lopburi,1990,12.613852813852814,10.455988455988455,5.71999979,876.2999878,129.7823466
Lopburi,1991,12.613852813852814,10.455988455988455,13.52999973,820.4799805,160.5014371
Lopburi,1992,12.613852813852814,10.455988455988455,33.90999985,887.7000122,184.5261383
Lopburi,1993,12.613852813852814,10.455988455988455,14.60999966,1007.799988,243.4857556
Lopburi,1994,12.613852813852814,10.455988455988455,0.07,639.4500122,125.5745703
Lopburi,1995,12.613852813852814,10.455988455988455,15.384320967453704,765.1099854,53.36989626
Lopburi,1996,12.613852813852814,10.455988455988455,15.384320967453704,884.8300171,54.25876699
Lopburi,1997,12.613852813852814,10.455988455988455,15.384320967453704,73.38999939,2.392333386
Lopburi,1998,12.613852813852814,10.455988455988455,15.384320967453704,148.1199951,24.20990918
Lopburi,1999,12.613852813852814,10.455988455988455,18.04000092,444.1700134,114.422518
Lopburi,2000,12.613852813852814,10.455988455988455,0.01,321.0499878,66.38409835
Lopburi,2001,12.613852813852814,10.455988455988455,42.02000046,612.3499756,235.9890782
Lopburi,2002,12.613852813852814,10.455988455988455,64.30999756,999.9099731,250.9703034
Lopburi,2003,12.613852813852814,10.455988455988455,4.25,943.4000244,170.1964186
Lopburi,2004,12.613852813852814,10.455988455988455,44.00999832,1707.199951,279.9659324
Lopburi,2005,12.613852813852814,10.455988455988455,34.65000153,1171.109985,249.6672644
Lopburi,2006,12.613852813852814,10.455988455988455,8.010000229,460.2200012,98.74477122
